Rotation,PartGroup,Part_Number,Supplier,Location Pick,Model,Date,Time
7300,GROUP 01,RB3T-14290-VCC,SEWT,PA-34-1,U704,08/07/2025,04:27:11
7300,GROUP 07,RB3T-14A005-VCGC,SEWT,PX-OBSOLETEPART,U704,08/07/2025,04:27:11
7300,GROUP 01,P1VT-14630-UDD,SEWT,PA-12-2,U704,08/07/2025,04:27:11
7300,GROUP 01,P1VT-14631-UAD,SEWT,PA-14-4,U704,08/07/2025,04:27:11
7300,GROUP 01,P1VT-14632-KAE,SEWT,PA-18-1,U704,08/07/2025,04:27:11
7300,GROUP 01,P1VT-14633-KAE,SEWT,PA-19-1,U704,08/07/2025,04:27:11
7300,GROUP 02,RB3T-14405-XRC,SEWT,PB-36-2,U704,08/07/2025,04:27:11
7300,GROUP 02,PB3T-2B572-PXE,SEWT,PB-39-1,U704,08/07/2025,04:27:11
7300,LOT,MB3T-14301-AF,SEWT,LD-01,U704,08/07/2025,04:27:11
7300,LOT,PB3T-14B060-NAD,SEWT,LD-01,U704,08/07/2025,04:27:11
7300,GROUP 04,R1VT-14401-HUC,SEWT,PX-OBSOLETEPART,U704,08/07/2025,04:27:11
7300,GROUP 04,PB3B-2104545-EC,HAS,PD-02,U704,08/07/2025,04:27:11
7300,GROUP 06L,N1WB-13E015-CF,TK,PH-02,U704,08/07/2025,04:27:11
7300,GROUP 06R,N1WB-13E014-CF,TK,PG-02,U704,08/07/2025,04:27:11
7300,GROUP 07,RB3T-14A005-VCGC,SEWT,PX-OBSOLETEPART,U704,08/07/2025,04:27:11
7300,LOT,PB3T-2B325-UPC,SEWT,LD-01,U704,08/07/2025,04:27:11
7300,GROUP 09R,N1VB-16450-BC,ARK,PF-02,U704,08/07/2025,04:27:11
7300,GROUP 09L,N1VB-16451-BC,ARK,PF-05,U704,08/07/2025,04:27:11
7300,GROUP 10,N1VB-E044D70-NLSMZ9,SI,PJ-05-2,U704,08/07/2025,04:27:11
7300,GROUP 10,N1WB-E04652-NA3ZHE,SI,PJ-02-1,U704,08/07/2025,04:27:11
7300,GROUP 11,P1VB-E045B58-NESMZ9,SI,PL-05-2,U704,08/07/2025,04:27:11
7301,GROUP 01,RB3T-14290-XUC,SEWT,PX-OBSOLETEPART,U704,08/07/2025,04:29:10
7301,GROUP 07,RB3T-14A005-UDEC,SEWT,PB-12,U704,08/07/2025,04:29:10
7301,GROUP 01,P1VT-14630-VSF,SEWT,PA-15-2,U704,08/07/2025,04:29:10
7301,GROUP 01,P1VT-14631-UUE,SEWT,PA-23-2,U704,08/07/2025,04:29:10
7301,GROUP 01,P1VT-14632-UCF,SEWT,PA-16-1,U704,08/07/2025,04:29:10
7301,GROUP 01,P1VT-14633-UCF,SEWT,PA-17-1,U704,08/07/2025,04:29:10
7301,GROUP 02,RB3T-14405-VXC,SEWT,PB-49,U704,08/07/2025,04:29:10
7301,GROUP 02,PB3T-2B572-PXE,SEWT,PB-39-1,U704,08/07/2025,04:29:10
7301,LOT,MB3T-14301-AF,SEWT,LD-01,U704,08/07/2025,04:29:10
7301,LOT,PB3T-14B060-UAF,SEWT,LD-01,U704,08/07/2025,04:29:10
7301,GROUP 03,PB3T-7C078-BUC,SEWT,PC-19-2,U704,08/07/2025,04:29:10
7301,GROUP 04,R1VT-14401-KAC,SEWT,PX-OBSOLETEPART,U704,08/07/2025,04:29:10
7301,GROUP 04,PB3B-2104545-CC,HAS,PD-01,U704,08/07/2025,04:29:10
7301,GROUP 06L,N1WB-13E015-DF,TK,PH-01,U704,08/07/2025,04:29:10
