Rotation,PartGroup,Part_Number,Supplier,Location Pick,Model,Date,Time
0020,GROUP 01,RB3T-14290-XUC,SEWT,PX-OBSOLETEPART,U704,28/01/2026,08:37:03
0020,GROUP 07,RB3T-14A005-UDEC,SEWT,PB-12,U704,28/01/2026,08:37:03
0020,GROUP 01,P1VT-14630-VSF,SEWT,PA-15-2,U704,28/01/2026,08:37:03
0020,GROUP 01,P1VT-14631-UUE,SEWT,PA-23-2,U704,28/01/2026,08:37:03
0020,GROUP 01,P1VT-14632-UCF,SEWT,PA-16-1,U704,28/01/2026,08:37:03
0020,GROUP 01,P1VT-14633-UCF,SEWT,PA-17-1,U704,28/01/2026,08:37:03
0020,GROUP 02,RB3T-14405-VXC,SEWT,PB-49,U704,28/01/2026,08:37:03
0020,GROUP 02,PB3T-2B572-PXE,SEWT,PB-39-1,U704,28/01/2026,08:37:03
0020,LOT,MB3T-14301-AF,SEWT,LD-01,U704,28/01/2026,08:37:03
0020,LOT,PB3T-14B060-UAF,SEWT,LD-01,U704,28/01/2026,08:37:03
0020,GROUP 03,PB3T-7C078-BUC,SEWT,PC-19-2,U704,28/01/2026,08:37:03
0020,GROUP 04,R1VT-14401-KAC,SEWT,PX-OBSOLETEPART,U704,28/01/2026,08:37:03
0020,GROUP 04,PB3B-2104545-CC,HAS,PD-01,U704,28/01/2026,08:37:03
0020,GROUP 06L,N1WB-13E015-DF,TK,PH-01,U704,28/01/2026,08:37:03
0020,GROUP 06R,N1WB-13E014-DF,TK,PG-01,U704,28/01/2026,08:37:03
0020,GROUP 07,RB3T-14A005-UDEC,SEWT,PB-12,U704,28/01/2026,08:37:03
0020,LOT,PB3T-2B325-UDE,SEWT,LD-01,U704,28/01/2026,08:37:03
0020,GROUP 09R,N1VB-16450-AC,ARK,PF-03,U704,28/01/2026,08:37:03
0020,GROUP 09L,N1VB-16451-AC,ARK,PF-04,U704,28/01/2026,08:37:03
0020,GROUP 10,N1VB-E044D70-HHSMZ8,SI,PI-02-2,U704,28/01/2026,08:37:03
0020,GROUP 10,N1WB-E04652-PA3ZHE,SI,PJ-01-1,U704,28/01/2026,08:37:03
0020,GROUP 11,N1VB-E045B58-HMSMZ8,SI,PX-SPECIAL,U704,28/01/2026,08:37:03
0021,GROUP 01,RB3T-14290-UVZC,SEWT,PX-OBSOLETEPART,U704,28/01/2026,08:39:00
0021,GROUP 07,RB3T-14A005-VJLC,SEWT,PX-OBSOLETEPART,U704,28/01/2026,08:39:00
0021,GROUP 01,P1VT-14630-UDD,SEWT,PA-12-2,U704,28/01/2026,08:39:00
0021,GROUP 01,P1VT-14631-UAD,SEWT,PA-14-4,U704,28/01/2026,08:39:00
0021,GROUP 01,P1VT-14632-KAE,SEWT,PA-18-1,U704,28/01/2026,08:39:00
0021,GROUP 01,P1VT-14633-KAE,SEWT,PA-19-1,U704,28/01/2026,08:39:00
0021,GROUP 02,RB3T-14405-VLC,SEWT,PB-34-2,U704,28/01/2026,08:39:00
0021,GROUP 02,PB3T-2B572-PXE,SEWT,PB-39-1,U704,28/01/2026,08:39:00
0021,LOT,MB3T-14301-AF,SEWT,LD-01,U704,28/01/2026,08:39:00
0021,LOT,PB3T-14B060-PXF,SEWT,LD-01,U704,28/01/2026,08:39:00
0021,GROUP 03,PB3T-7C078-PUC,SEWT,PX-OBSOLETEPART,U704,28/01/2026,08:39:00
0021,GROUP 04,R1VT-14401-GXC,SEWT,PX-OBSOLETEPART,U704,28/01/2026,08:39:00
0021,GROUP 04,PB3B-2104545-EC,HAS,PD-02,U704,28/01/2026,08:39:00
0021,GROUP 06L,N1WB-13E017-AH,TK,PH-03,U704,28/01/2026,08:39:00
0021,GROUP 06R,N1WB-13E016-AH,TK,PG-03,U704,28/01/2026,08:39:00
0021,GROUP 07,RB3T-14A005-VJLC,SEWT,PX-OBSOLETEPART,U704,28/01/2026,08:39:00
0021,LOT,PB3T-2B325-UFE,SEWT,LD-01,U704,28/01/2026,08:39:00
0021,GROUP 09R,N1VB-16450-BC,ARK,PF-02,U704,28/01/2026,08:39:00
0021,GROUP 09L,N1VB-16451-BC,ARK,PF-05,U704,28/01/2026,08:39:00
0021,GROUP 10,N1VB-E044D70-NLSMZ8,SI,PJ-04-2,U704,28/01/2026,08:39:00
0021,GROUP 10,N1WB-E04652-NA3ZHE,SI,PJ-02-1,U704,28/01/2026,08:39:00
0021,GROUP 11,N1VB-E045B58-NNSMZ8,SI,PK-02-2,U704,28/01/2026,08:39:00
