Rotation,PartGroup,Part_Number,Supplier,Location Pick,Model,Date,Time
3328,GROUP 01,SB3T-14290-VJC,SEWT,PA-10,U704,09/06/2026,11:10:01
3328,GROUP 07,SB3T-14A005-VLSC,SEWT,PART-NEWMODEL,U704,09/06/2026,11:10:01
3328,GROUP 01,S1VT-14630-UDB,SEWT,PA-16-4,U704,09/06/2026,11:10:01
3328,GROUP 01,S1VT-14631-UAC,SEWT,PA-22-2,U704,09/06/2026,11:10:01
3328,GROUP 01,S1VT-14632-PLC,SEWT,PA-21-2,U704,09/06/2026,11:10:01
3328,GROUP 01,S1VT-14633-PLC,SEWT,PA-14-4,U704,09/06/2026,11:10:01
3328,GROUP 02,SB3T-14405-UPC,SEWT,PB-51,U704,09/06/2026,11:10:01
3328,GROUP 02,SB3T-2B572-PXC,SEWT,PB-39-1,U704,09/06/2026,11:10:01
3328,LOT,SB3T-14301-AC,SEWT,LD-01,U704,09/06/2026,11:10:01
3328,LOT,SB3T-14B060-KAC,SEWT,LD-01,U704,09/06/2026,11:10:01
3328,GROUP 03,SB3T-7C078-KAC,SEWT,LD-01,U704,09/06/2026,11:10:01
3328,GROUP 04,S1VT-14401-EZC,SEWT,PC-12-4,U704,09/06/2026,11:10:01
3328,GROUP 04,PB3B-2104545-EE,HAS,PD-02,U704,09/06/2026,11:10:01
3328,GROUP 06L,R1WB-13E017-GA,TK,PH-04,U704,09/06/2026,11:10:01
3328,GROUP 06R,R1WB-13E016-GA,TK,PG-04,U704,09/06/2026,11:10:01
3328,GROUP 07,SB3T-14A005-VLSC,SEWT,PART-NEWMODEL,U704,09/06/2026,11:10:01
3328,GROUP 08,SB3T-2B325-UKC,SEWT,LD-07-4,U704,09/06/2026,11:10:01
3328,GROUP 09R,N1VB-16450-CC,ARK,PE-03,U704,09/06/2026,11:10:01
3328,GROUP 09L,N1VB-16451-CC,ARK,PE-04,U704,09/06/2026,11:10:01
3328,GROUP 10,S1VB-E044D70-JBASBE,SI,PI-07-2,U704,09/06/2026,11:10:01
3328,GROUP 10,N1WB-E04652-NA3ZHE,SI,PJ-02-1,U704,09/06/2026,11:10:01
3328,GROUP 11,S1VB-E045B58-ZCASBE,SI,PL-04-1,U704,09/06/2026,11:10:01
8090,GROUP 01,SB3T-14290-UXCB,SEWT,PAA-22,U704,04/05/2026,11:10:53
8090,GROUP 07,SB3T-14A005-VCMC,SEWT,PB-23-2,U704,04/05/2026,11:10:53
8090,GROUP 01,S1VT-14630-UDB,SEWT,PA-16-4,U704,04/05/2026,11:10:53
8090,GROUP 01,S1VT-14631-UGC,SEWT,PA-21-4,U704,04/05/2026,11:10:53
8090,GROUP 01,S1VT-14632-PLC,SEWT,PA-21-2,U704,04/05/2026,11:10:53
8090,GROUP 01,S1VT-14633-PLC,SEWT,PA-14-4,U704,04/05/2026,11:10:53
8090,GROUP 02,SB3T-14405-ULB,SEWT,PART-NEWMODEL,U704,04/05/2026,11:10:53
8090,GROUP 02,SB3T-2B572-PUC,SEWT,PB-38-1,U704,04/05/2026,11:10:53
8090,LOT,SB3T-14301-AC,SEWT,LD-01,U704,04/05/2026,11:10:53
8090,LOT,SB3T-14B060-PXC,SEWT,LD-01,U704,04/05/2026,11:10:53
8090,GROUP 03,SB3T-7C078-PUC,SEWT,LD-01,U704,04/05/2026,11:10:53
8090,GROUP 04,S1VT-14401-KJB,SEWT,PC-05-4,U704,04/05/2026,11:10:53
8090,GROUP 04,PB3B-2104545-EE,HAS,PD-02,U704,04/05/2026,11:10:53
8090,GROUP 06L,R1WB-13E017-GA,TK,PH-04,U704,04/05/2026,11:10:53
8090,GROUP 06R,R1WB-13E016-GA,TK,PG-04,U704,04/05/2026,11:10:53
8090,GROUP 07,SB3T-14A005-VCMC,SEWT,PB-23-2,U704,04/05/2026,11:10:53
8090,GROUP 08,SB3T-2B325-UAC,SEWT,LD-01,U704,04/05/2026,11:10:53
8090,GROUP 09R,N1VB-16450-CC,ARK,PE-03,U704,04/05/2026,11:10:53
8090,GROUP 09L,N1VB-16451-CC,ARK,PE-04,U704,04/05/2026,11:10:53
8090,GROUP 10,S1WB-E044D70-JBSM0A,SI,PI-03-1,U704,04/05/2026,11:10:53
8090,GROUP 10,N1WB-E04652-NA3ZHE,SI,PJ-02-1,U704,04/05/2026,11:10:53
8090,GROUP 11,S1WB-E045B58-JCSM0A,SI,PL-02-2,U704,04/05/2026,11:10:53
9424,GROUP 01,SB3T-14290-UXCB,SEWT,PAA-22,U704,07/05/2026,12:46:52
9424,GROUP 07,SB3T-14A005-VCMC,SEWT,PB-23-2,U704,07/05/2026,12:46:52
9424,GROUP 01,S1VT-14630-UDB,SEWT,PA-16-4,U704,07/05/2026,12:46:52
9424,GROUP 01,S1VT-14631-UGC,SEWT,PA-21-4,U704,07/05/2026,12:46:52
9424,GROUP 01,S1VT-14632-PLC,SEWT,PA-21-2,U704,07/05/2026,12:46:52
9424,GROUP 01,S1VT-14633-PLC,SEWT,PA-14-4,U704,07/05/2026,12:46:52
9424,GROUP 02,SB3T-14405-ULB,SEWT,PART-NEWMODEL,U704,07/05/2026,12:46:52
9424,GROUP 02,SB3T-2B572-PUC,SEWT,PB-38-1,U704,07/05/2026,12:46:52
9424,LOT,SB3T-14301-AC,SEWT,LD-01,U704,07/05/2026,12:46:52
9424,LOT,SB3T-14B060-PXC,SEWT,LD-01,U704,07/05/2026,12:46:52
9424,GROUP 03,SB3T-7C078-PUC,SEWT,LD-01,U704,07/05/2026,12:46:52
9424,GROUP 04,S1VT-14401-KJB,SEWT,PC-05-4,U704,07/05/2026,12:46:52
9424,GROUP 04,PB3B-2104545-EE,HAS,PD-02,U704,07/05/2026,12:46:52
9424,GROUP 06L,R1WB-13E017-GA,TK,PH-04,U704,07/05/2026,12:46:52
9424,GROUP 06R,R1WB-13E016-GA,TK,PG-04,U704,07/05/2026,12:46:52
9424,GROUP 07,SB3T-14A005-VCMC,SEWT,PB-23-2,U704,07/05/2026,12:46:52
9424,GROUP 08,SB3T-2B325-UAC,SEWT,LD-01,U704,07/05/2026,12:46:52
9424,GROUP 09R,N1VB-16450-CC,ARK,PE-03,U704,07/05/2026,12:46:52
9424,GROUP 09L,N1VB-16451-CC,ARK,PE-04,U704,07/05/2026,12:46:52
9424,GROUP 10,S1WB-E044D70-JBSM0A,SI,PI-03-1,U704,07/05/2026,12:46:52
9424,GROUP 10,N1WB-E04652-NA3ZHE,SI,PJ-02-1,U704,07/05/2026,12:46:52
9424,GROUP 11,S1WB-E045B58-JCSM0A,SI,PL-02-2,U704,07/05/2026,12:46:52
9425,GROUP 01,SB3T-14290-GAC,SEWT,PAA-08,P703,07/05/2026,12:48:36
9425,GROUP 07,SB3T-14A005-ABC,SEWT,PART-NEWMODEL,P703,07/05/2026,12:48:36
9425,GROUP 01,S1WT-14630-GMC,SEWT,PA-19-2,P703,07/05/2026,12:48:36
9425,GROUP 01,S1WT-14631-GPC,SEWT,PA-24-3,P703,07/05/2026,12:48:36
9425,GROUP 01,S1WT-14632-DAC,SEWT,PA-14-1,P703,07/05/2026,12:48:36
9425,GROUP 01,S1WT-14633-DAC,SEWT,PA-15-1,P703,07/05/2026,12:48:36
9425,GROUP 02,S1WT-13B578-AAC,SEWT,PB-36-3,P703,07/05/2026,12:48:36
9425,GROUP 02,SB3T-14405-PBC,SEWT,PB-35-4,P703,07/05/2026,12:48:36
9425,GROUP 02,S1WT-13A576-GAC,SEWT,PB-40-1,P703,07/05/2026,12:48:36
9425,GROUP 02,SB3T-2B572-AAC,SEWT,PB-38-3,P703,07/05/2026,12:48:36
9425,LOT,SB3T-14301-AC,SEWT,LD-01,P703,07/05/2026,12:48:36
9425,LOT,SB3T-14B060-GAC,SEWT,LD-01,P703,07/05/2026,12:48:36
9425,GROUP 03,SB3T-7C078-SAC,SEWT,LD-01,P703,07/05/2026,12:48:36
9425,GROUP 04,S1WT-14401-GHC,SEWT,PC-03-1,P703,07/05/2026,12:48:36
9425,GROUP 04,PB3B-2104545-CE,HAS,PD-01,P703,07/05/2026,12:48:36
9425,GROUP 05,N1WB-E13036-BP3JA6,HTT,PART-NEWMODEL,P703,07/05/2026,12:48:36
9425,GROUP 06L,N1WB-13E015-DF,TK,PH-01,P703,07/05/2026,12:48:36
9425,GROUP 06R,N1WB-13E014-DF,TK,PG-01,P703,07/05/2026,12:48:36
9425,GROUP 07,SB3T-14A005-ABC,SEWT,PART-NEWMODEL,P703,07/05/2026,12:48:36
9425,GROUP 08,SB3T-2B325-GAC,SEWT,LD-01,P703,07/05/2026,12:48:36
9425,GROUP 09R,R1WB-16450-LB,ARK,PE-02,P703,07/05/2026,12:48:36
9425,GROUP 09L,R1WB-16451-LB,ARK,PE-05,P703,07/05/2026,12:48:36
9425,GROUP 10,S1WB-E044D70-MB3HMT,SI,PI-05-2,P703,07/05/2026,12:48:36
9425,GROUP 10,N1WB-E04652-PA3ZHE,SI,PJ-01-1,P703,07/05/2026,12:48:36
9425,GROUP 11,S1WB-E045B58-MB3HMT,SI,PK-01-1,P703,07/05/2026,12:48:36
9426,GROUP 01,SB3T-14290-URZC,SEWT,PART-NEWMODEL,U704,07/05/2026,12:50:50
9426,GROUP 07,SB3T-14A005-UDXC,SEWT,PART-NEWMODEL,U704,07/05/2026,12:50:50
9426,GROUP 01,S1VT-14630-VSC,SEWT,PA-14-2,U704,07/05/2026,12:50:50
9426,GROUP 01,S1VT-14631-YXB,SEWT,PA-17-3,U704,07/05/2026,12:50:50
9426,GROUP 01,S1VT-14632-UCC,SEWT,PA-16-1,U704,07/05/2026,12:50:50
9426,GROUP 01,S1VT-14633-UCC,SEWT,PA-17-1,U704,07/05/2026,12:50:50
9426,GROUP 02,SB3T-14405-UDC,SEWT,PART-NEWMODEL,U704,07/05/2026,12:50:50
9426,GROUP 02,SB3T-2B572-PUC,SEWT,PB-38-1,U704,07/05/2026,12:50:50
9426,LOT,SB3T-14301-AC,SEWT,LD-01,U704,07/05/2026,12:50:50
9426,LOT,SB3T-14B060-PSC,SEWT,LD-01,U704,07/05/2026,12:50:50
9426,GROUP 03,SB3T-7C078-PUC,SEWT,LD-01,U704,07/05/2026,12:50:50
9426,GROUP 04,S1VT-14401-MYC,SEWT,PC-09-3,U704,07/05/2026,12:50:50
9426,GROUP 04,PB3B-2104545-FE,HAS,PD-03,U704,07/05/2026,12:50:50
9426,GROUP 06L,N1WB-13E015-DF,TK,PH-01,U704,07/05/2026,12:50:50
9426,GROUP 06R,N1WB-13E014-DF,TK,PG-01,U704,07/05/2026,12:50:50
9426,GROUP 07,SB3T-14A005-UDXC,SEWT,PART-NEWMODEL,U704,07/05/2026,12:50:50
9426,LOT,SB3T-2B325-ULC,SEWT,LD-04-2,U704,07/05/2026,12:50:50
9426,GROUP 09R,N1VB-16450-AC,ARK,PF-03,U704,07/05/2026,12:50:50
9426,GROUP 09L,N1VB-16451-AC,ARK,PF-04,U704,07/05/2026,12:50:50
9426,GROUP 10,S1VB-E044D70-UB3BL8,SI,PI-02-2,U704,07/05/2026,12:50:50
9426,GROUP 10,N1WB-E04652-PA3ZHE,SI,PJ-01-1,U704,07/05/2026,12:50:50
9426,GROUP 11,S1VB-E045B58-UC3BL8,SI,PK-02-1,U704,07/05/2026,12:50:50
9427,GROUP 01,SB3T-14290-GAC,SEWT,PAA-08,P703,07/05/2026,12:53:44
9427,GROUP 07,SB3T-14A005-AAC,SEWT,PB-20-3,P703,07/05/2026,12:53:44
9427,GROUP 01,S1WT-14630-GMC,SEWT,PA-19-2,P703,07/05/2026,12:53:44
9427,GROUP 01,S1WT-14631-GPC,SEWT,PA-24-3,P703,07/05/2026,12:53:44
9427,GROUP 01,S1WT-14632-DAC,SEWT,PA-14-1,P703,07/05/2026,12:53:44
9427,GROUP 01,S1WT-14633-DAC,SEWT,PA-15-1,P703,07/05/2026,12:53:44
