Rotation,PartGroup,Part_Number,Supplier,Location Pick,Model,Date,Time
7341,GROUP 01,RB3T-14290-XUC,SEWT,PX-OBSOLETEPART,U704,08/07/2025,06:10:51
7341,GROUP 07,RB3T-14A005-UDEC,SEWT,PB-12,U704,08/07/2025,06:10:51
7341,GROUP 01,P1VT-14630-VSF,SEWT,PA-15-2,U704,08/07/2025,06:10:51
7341,GROUP 01,P1VT-14631-UUE,SEWT,PA-23-2,U704,08/07/2025,06:10:51
7341,GROUP 01,P1VT-14632-UCF,SEWT,PA-16-1,U704,08/07/2025,06:10:51
7341,GROUP 01,P1VT-14633-UCF,SEWT,PA-17-1,U704,08/07/2025,06:10:51
7341,GROUP 02,RB3T-14405-VXC,SEWT,PB-49,U704,08/07/2025,06:10:51
7341,GROUP 02,PB3T-2B572-PXE,SEWT,PB-39-1,U704,08/07/2025,06:10:51
7341,LOT,MB3T-14301-AF,SEWT,LD-01,U704,08/07/2025,06:10:51
7341,LOT,PB3T-14B060-UAF,SEWT,LD-01,U704,08/07/2025,06:10:51
7341,GROUP 03,PB3T-7C078-BUC,SEWT,PC-19-2,U704,08/07/2025,06:10:51
7341,GROUP 04,R1VT-14401-KAC,SEWT,PX-OBSOLETEPART,U704,08/07/2025,06:10:51
7341,GROUP 04,PB3B-2104545-CC,HAS,PD-01,U704,08/07/2025,06:10:51
7341,GROUP 06L,N1WB-13E015-DF,TK,PH-01,U704,08/07/2025,06:10:51
7341,GROUP 06R,N1WB-13E014-DF,TK,PG-01,U704,08/07/2025,06:10:51
7341,GROUP 07,RB3T-14A005-UDEC,SEWT,PB-12,U704,08/07/2025,06:10:51
7341,LOT,PB3T-2B325-UDE,SEWT,LD-01,U704,08/07/2025,06:10:51
7341,GROUP 09R,N1VB-16450-AC,ARK,PF-03,U704,08/07/2025,06:10:51
7341,GROUP 09L,N1VB-16451-AC,ARK,PF-04,U704,08/07/2025,06:10:51
7341,GROUP 10,N1VB-E044D70-HHSMZ8,SI,PI-01-1,U704,08/07/2025,06:10:51
7341,GROUP 10,N1WB-E04652-PA3ZHE,SI,PJ-01-1,U704,08/07/2025,06:10:51
7341,GROUP 11,N1VB-E045B58-HMSMZ8,SI,PK-01-1,U704,08/07/2025,06:10:51
7342,GROUP 01,RB3T-14290-RDTC,SEWT,PX-OBSOLETEPART,P703,08/07/2025,06:12:10
7342,GROUP 07,RB3T-14A005-ABJC,SEWT,PX-OBSOLETEPART,P703,08/07/2025,06:12:10
7342,GROUP 01,P1WT-14630-GCF,SEWT,PA-24-2,P703,08/07/2025,06:12:10
7342,GROUP 01,P1WT-14631-HYF,SEWT,PA-23-3,P703,08/07/2025,06:12:10
7342,GROUP 01,P1WT-14632-DAF,SEWT,PX-OBSOLETEPART,P703,08/07/2025,06:12:10
7342,GROUP 01,P1WT-14633-DAE,SEWT,PX-OBSOLETEPART,P703,08/07/2025,06:12:10
7342,GROUP 02,RB3T-14405-DBC,SEWT,PX-OBSOLETEPART,P703,08/07/2025,06:12:10
7342,GROUP 02,P1WT-13A576-PAF,SEWT,PX-OBSOLETEPART,P703,08/07/2025,06:12:10
7342,GROUP 02,PB3T-2B572-RCF,SEWT,PB-38-1,P703,08/07/2025,06:12:10
7342,LOT,MB3T-14301-AF,SEWT,LD-01,P703,08/07/2025,06:12:10
7342,LOT,PB3T-14B060-AAF,SEWT,LD-01,P703,08/07/2025,06:12:10
7342,GROUP 03,PB3T-7C078-BAC,SEWT,PX-OBSOLETEPART,P703,08/07/2025,06:12:10
7342,GROUP 04,R1WT-14401-REC,SEWT,PX-OBSOLETEPART,P703,08/07/2025,06:12:10
7342,GROUP 04,PB3B-2104545-CC,HAS,PD-01,P703,08/07/2025,06:12:10
7342,GROUP 05,N1WB-E13000-BL3JA6,HTT,PA-03,P703,08/07/2025,06:12:10
7342,GROUP 06L,N1WB-13E017-BH,TK,PH-04,P703,08/07/2025,06:12:10
7342,GROUP 06R,N1WB-13E016-BH,TK,PG-04,P703,08/07/2025,06:12:10
7342,GROUP 07,RB3T-14A005-ABJC,SEWT,PX-OBSOLETEPART,P703,08/07/2025,06:12:10
7342,LOT,PB3T-2B325-CME,SEWT,LD-01,P703,08/07/2025,06:12:10
7342,GROUP 09R,N1WB-16450-GB,ARK,PE-02,P703,08/07/2025,06:12:10
7342,GROUP 09L,N1WB-16451-GB,ARK,PE-05,P703,08/07/2025,06:12:10
7342,GROUP 10,N1WB-E044D70-KLSM0A,SI,PI-02-1,P703,08/07/2025,06:12:10
7342,GROUP 10,N1WB-E04652-PA3ZHE,SI,PJ-01-1,P703,08/07/2025,06:12:10
7342,GROUP 11,N1WB-E045B58-KNSM0A,SI,PK-02-1,P703,08/07/2025,06:12:10
7343,GROUP 01,RB3T-14290-URXC,SEWT,PX-OBSOLETEPART,U704,08/07/2025,06:15:18
7343,GROUP 07,RB3T-14A005-UBLC,SEWT,PX-OBSOLETEPART,U704,08/07/2025,06:15:18
7343,GROUP 01,P1VT-14630-UUE,SEWT,PA-13-2,U704,08/07/2025,06:15:18
7343,GROUP 01,P1VT-14631-XTE,SEWT,PA-22-3,U704,08/07/2025,06:15:18
7343,GROUP 01,P1VT-14632-UCF,SEWT,PA-16-1,U704,08/07/2025,06:15:18
7343,GROUP 01,P1VT-14633-UCF,SEWT,PA-17-1,U704,08/07/2025,06:15:18
7343,GROUP 02,RB3T-14405-VDC,SEWT,PX-OBSOLETEPART,U704,08/07/2025,06:15:18
7343,GROUP 02,PB3T-2B572-PUE,SEWT,PB-39-2,U704,08/07/2025,06:15:18
7343,LOT,MB3T-14301-AF,SEWT,LD-01,U704,08/07/2025,06:15:18
7343,LOT,PB3T-14B060-PZF,SEWT,LD-01,U704,08/07/2025,06:15:18
7343,GROUP 03,PB3T-7C078-EVD,SEWT,PX-OBSOLETEPART,U704,08/07/2025,06:15:18
7343,GROUP 04,R1VT-14401-PVC,SEWT,PX-OBSOLETEPART,U704,08/07/2025,06:15:18
7343,GROUP 04,PB3B-2104545-FC,HAS,PD-03,U704,08/07/2025,06:15:18
7343,GROUP 06L,N1WB-13E015-DF,TK,PH-01,U704,08/07/2025,06:15:18
7343,GROUP 06R,N1WB-13E014-DF,TK,PG-01,U704,08/07/2025,06:15:18
7343,GROUP 07,RB3T-14A005-UBLC,SEWT,PX-OBSOLETEPART,U704,08/07/2025,06:15:18
7343,LOT,PB3T-2B325-ULE,SEWT,LD-01,U704,08/07/2025,06:15:18
7343,GROUP 09R,N1VB-16450-AC,ARK,PF-03,U704,08/07/2025,06:15:18
7343,GROUP 09L,N1VB-16451-AC,ARK,PF-04,U704,08/07/2025,06:15:18
7343,GROUP 10,N1VB-E044D70-FG31TR,SI,PI-05-1,U704,08/07/2025,06:15:18
7343,GROUP 10,N1WB-E04652-MA3ZHE,SI,PJ-03-1,U704,08/07/2025,06:15:18
7343,GROUP 11,N1VB-E045B58-FL31TR,SI,PK-05-1,U704,08/07/2025,06:15:18
