Rotation,PartGroup,Part_Number,Supplier,Location Pick,Model,Date,Time
2640,GROUP 01,SB3T-14290-STC,SEWT,PAA-14,P703,06/04/2026,22:46:02
2640,GROUP 07,SB3T-14A005-CDCC,SEWT,PB-19-2,P703,06/04/2026,22:46:02
2640,GROUP 01,S1WT-14630-AAC,SEWT,PA-15-2,P703,06/04/2026,22:46:02
2640,GROUP 01,S1WT-14631-FCC,SEWT,PA-21-3,P703,06/04/2026,22:46:02
2640,GROUP 01,S1WT-14632-DAC,SEWT,PA-14-1,P703,06/04/2026,22:46:02
2640,GROUP 01,S1WT-14633-DAC,SEWT,PA-15-1,P703,06/04/2026,22:46:02
2640,GROUP 02,SB3T-14405-GEC,SEWT,PB-44,P703,06/04/2026,22:46:02
2640,GROUP 02,S1WT-13A576-PBC,SEWT,PB-40-2,P703,06/04/2026,22:46:02
2640,GROUP 02,SB3T-2B572-RCC,SEWT,PB-39-2,P703,06/04/2026,22:46:02
2640,LOT,SB3T-14301-AC,SEWT,LD-01,P703,06/04/2026,22:46:02
2640,LOT,SB3T-14B060-AAC,SEWT,LD-01,P703,06/04/2026,22:46:02
2640,GROUP 03,SB3T-7C078-BAC,SEWT,PC-19-2,P703,06/04/2026,22:46:02
2640,GROUP 04,S1WT-14401-PFGC,SEWT,PC-06-4,P703,06/04/2026,22:46:02
2640,GROUP 04,PB3B-2104545-CE,HAS,PD-01,P703,06/04/2026,22:46:02
2640,GROUP 05,R1WB-E13000-CA3JA6,HTT,PART-NEWMODEL,P703,06/04/2026,22:46:02
2640,GROUP 06L,N1WB-13W030-HD,TK,PX-NEWMODEL,P703,06/04/2026,22:46:02
2640,GROUP 06R,N1WB-13W029-HD,TK,PX-NEWMODEL,P703,06/04/2026,22:46:02
2640,GROUP 07,SB3T-14A005-CDCC,SEWT,PB-19-2,P703,06/04/2026,22:46:02
2640,LOT,SB3T-2B325-BBC,SEWT,LD-01,P703,06/04/2026,22:46:02
2640,GROUP 09R,N1WB-16450-CB,ARK,PE-01,P703,06/04/2026,22:46:02
2640,GROUP 09L,N1WB-16451-CB,ARK,PF-06,P703,06/04/2026,22:46:02
2640,GROUP 10,N1WB-E044D70-BM3ZHE,SI,PJ-06-1,P703,06/04/2026,22:46:02
2640,GROUP 10,N1WB-E04652-PA3ZHE,SI,PJ-01-1,P703,06/04/2026,22:46:02
2640,GROUP 11,N1WB-E045B58-BJ3ZHE,SI,PK-05-1,P703,06/04/2026,22:46:02
2640,GROUP 11,N1WB-E046A34-BE3ZHE,SI,PX-SPECIAL,P703,06/04/2026,22:46:02
