Rotation,PartGroup,Part_Number,Supplier,Location Pick,Model,Date,Time
3709,GROUP 01,SB3T-14290-UXCB,SEWT,PAA-22,U704,09/04/2026,05:21:22
3709,GROUP 07,SB3T-14A005-VCMC,SEWT,PB-23-2,U704,09/04/2026,05:21:22
3709,GROUP 01,S1VT-14630-UDB,SEWT,PA-16-4,U704,09/04/2026,05:21:22
3709,GROUP 01,S1VT-14631-UGC,SEWT,PA-21-4,U704,09/04/2026,05:21:22
3709,GROUP 01,S1VT-14632-PLC,SEWT,PA-21-2,U704,09/04/2026,05:21:22
3709,GROUP 01,S1VT-14633-PLC,SEWT,PA-14-4,U704,09/04/2026,05:21:22
3709,GROUP 02,SB3T-14405-ULB,SEWT,PART-NEWMODEL,U704,09/04/2026,05:21:22
3709,GROUP 02,SB3T-2B572-PUC,SEWT,PB-38-1,U704,09/04/2026,05:21:22
3709,LOT,SB3T-14301-AC,SEWT,LD-01,U704,09/04/2026,05:21:22
3709,LOT,SB3T-14B060-PXC,SEWT,LD-01,U704,09/04/2026,05:21:22
3709,GROUP 03,SB3T-7C078-PUC,SEWT,PC-20-2,U704,09/04/2026,05:21:22
3709,GROUP 04,S1VT-14401-KJB,SEWT,PC-05-4,U704,09/04/2026,05:21:22
3709,GROUP 04,PB3B-2104545-EE,HAS,PD-02,U704,09/04/2026,05:21:22
3709,GROUP 06L,R1WB-13E017-GA,TK,PH-04,U704,09/04/2026,05:21:22
3709,GROUP 06R,R1WB-13E016-GA,TK,PG-04,U704,09/04/2026,05:21:22
3709,GROUP 07,SB3T-14A005-VCMC,SEWT,PB-23-2,U704,09/04/2026,05:21:22
3709,GROUP 08,SB3T-2B325-UAC,SEWT,LD-01,U704,09/04/2026,05:21:22
3709,GROUP 09R,N1VB-16450-CC,ARK,PE-03,U704,09/04/2026,05:21:22
3709,GROUP 09L,N1VB-16451-CC,ARK,PE-04,U704,09/04/2026,05:21:22
3709,GROUP 10,S1WB-E044D70-JBSM0A,SI,PI-03-1,U704,09/04/2026,05:21:22
3709,GROUP 10,N1WB-E04652-NA3ZHE,SI,PJ-02-1,U704,09/04/2026,05:21:22
3709,GROUP 11,S1WB-E045B58-JCSM0A,SI,PK-05-2,U704,09/04/2026,05:21:22
3710,GROUP 01,SB3T-14290-UXCB,SEWT,PAA-22,U704,09/04/2026,05:24:15
3710,GROUP 07,SB3T-14A005-VCMC,SEWT,PB-23-2,U704,09/04/2026,05:24:15
3710,GROUP 01,S1VT-14630-UDB,SEWT,PA-16-4,U704,09/04/2026,05:24:15
3710,GROUP 01,S1VT-14631-UGC,SEWT,PA-21-4,U704,09/04/2026,05:24:15
3710,GROUP 01,S1VT-14632-PLC,SEWT,PA-21-2,U704,09/04/2026,05:24:15
3710,GROUP 01,S1VT-14633-PLC,SEWT,PA-14-4,U704,09/04/2026,05:24:15
3710,GROUP 02,SB3T-14405-ULB,SEWT,PART-NEWMODEL,U704,09/04/2026,05:24:15
3710,GROUP 02,SB3T-2B572-PUC,SEWT,PB-38-1,U704,09/04/2026,05:24:15
3710,LOT,SB3T-14301-AC,SEWT,LD-01,U704,09/04/2026,05:24:15
3710,LOT,SB3T-14B060-PXC,SEWT,LD-01,U704,09/04/2026,05:24:15
3710,GROUP 03,SB3T-7C078-PUC,SEWT,PC-20-2,U704,09/04/2026,05:24:15
3710,GROUP 04,S1VT-14401-KJB,SEWT,PC-05-4,U704,09/04/2026,05:24:15
3710,GROUP 04,PB3B-2104545-EE,HAS,PD-02,U704,09/04/2026,05:24:15
3710,GROUP 06L,R1WB-13E017-GA,TK,PH-04,U704,09/04/2026,05:24:15
3710,GROUP 06R,R1WB-13E016-GA,TK,PG-04,U704,09/04/2026,05:24:15
3710,GROUP 07,SB3T-14A005-VCMC,SEWT,PB-23-2,U704,09/04/2026,05:24:15
3710,GROUP 08,SB3T-2B325-UAC,SEWT,LD-01,U704,09/04/2026,05:24:15
3710,GROUP 09R,N1VB-16450-CC,ARK,PE-03,U704,09/04/2026,05:24:15
3710,GROUP 09L,N1VB-16451-CC,ARK,PE-04,U704,09/04/2026,05:24:15
3710,GROUP 10,S1WB-E044D70-JBSM0A,SI,PI-03-1,U704,09/04/2026,05:24:15
3710,GROUP 10,N1WB-E04652-NA3ZHE,SI,PJ-02-1,U704,09/04/2026,05:24:15
3710,GROUP 11,S1WB-E045B58-JCSM0A,SI,PK-05-2,U704,09/04/2026,05:24:15
3711,GROUP 01,SB3T-14290-GAC,SEWT,PAA-08,P703,09/04/2026,05:27:14
3711,GROUP 07,SB3T-14A005-AAC,SEWT,PB-20-3,P703,09/04/2026,05:27:14
3711,GROUP 01,S1WT-14630-GMC,SEWT,PA-19-2,P703,09/04/2026,05:27:14
3711,GROUP 01,S1WT-14631-GPC,SEWT,PA-24-3,P703,09/04/2026,05:27:14
3711,GROUP 01,S1WT-14632-DAC,SEWT,PA-14-1,P703,09/04/2026,05:27:14
3711,GROUP 01,S1WT-14633-DAC,SEWT,PA-15-1,P703,09/04/2026,05:27:14
3711,GROUP 02,S1WT-13B578-AAC,SEWT,PB-36-3,P703,09/04/2026,05:27:14
3711,GROUP 02,SB3T-14405-PAC,SEWT,PB-36-1,P703,09/04/2026,05:27:14
3711,GROUP 02,S1WT-13A576-GAC,SEWT,PB-40-1,P703,09/04/2026,05:27:14
3711,GROUP 02,SB3T-2B572-AAC,SEWT,PB-38-3,P703,09/04/2026,05:27:14
3711,LOT,SB3T-14301-AC,SEWT,LD-01,P703,09/04/2026,05:27:14
3711,LOT,SB3T-14B060-GAC,SEWT,LD-01,P703,09/04/2026,05:27:14
3711,GROUP 03,SB3T-7C078-SAC,SEWT,PC-21-2,P703,09/04/2026,05:27:14
3711,GROUP 04,S1WT-14401-GHC,SEWT,PC-03-1,P703,09/04/2026,05:27:14
3711,GROUP 04,PB3B-2104545-CE,HAS,PD-01,P703,09/04/2026,05:27:14
3711,GROUP 05,N1WB-E13036-BP3JA6,HTT,PART-NEWMODEL,P703,09/04/2026,05:27:14
3711,GROUP 06L,N1WB-13E015-DF,TK,PH-01,P703,09/04/2026,05:27:14
3711,GROUP 06R,N1WB-13E014-DF,TK,PG-01,P703,09/04/2026,05:27:14
3711,GROUP 07,SB3T-14A005-AAC,SEWT,PB-20-3,P703,09/04/2026,05:27:14
3711,GROUP 08,SB3T-2B325-GAC,SEWT,LD-01,P703,09/04/2026,05:27:14
3711,GROUP 09R,R1WB-16450-LB,ARK,PE-02,P703,09/04/2026,05:27:14
3711,GROUP 09L,R1WB-16451-LB,ARK,PE-05,P703,09/04/2026,05:27:14
3711,GROUP 10,S1WB-E044D70-MB3HMT,SI,PI-05-2,P703,09/04/2026,05:27:14
3711,GROUP 10,N1WB-E04652-PA3ZHE,SI,PJ-01-1,P703,09/04/2026,05:27:14
3711,GROUP 11,S1WB-E045B58-MB3HMT,SI,PK-01-1,P703,09/04/2026,05:27:14
3712,GROUP 01,SB3T-14290-UXCB,SEWT,PAA-22,U704,09/04/2026,05:31:34
3712,GROUP 07,SB3T-14A005-VCMC,SEWT,PB-23-2,U704,09/04/2026,05:31:34
3712,GROUP 01,S1VT-14630-UDB,SEWT,PA-16-4,U704,09/04/2026,05:31:34
3712,GROUP 01,S1VT-14631-UGC,SEWT,PA-21-4,U704,09/04/2026,05:31:34
3712,GROUP 01,S1VT-14632-PLC,SEWT,PA-21-2,U704,09/04/2026,05:31:34
3712,GROUP 01,S1VT-14633-PLC,SEWT,PA-14-4,U704,09/04/2026,05:31:34
3712,GROUP 02,SB3T-14405-ULB,SEWT,PART-NEWMODEL,U704,09/04/2026,05:31:34
3712,GROUP 02,SB3T-2B572-PUC,SEWT,PB-38-1,U704,09/04/2026,05:31:34
3712,LOT,SB3T-14301-AC,SEWT,LD-01,U704,09/04/2026,05:31:34
3712,LOT,SB3T-14B060-PXC,SEWT,LD-01,U704,09/04/2026,05:31:34
3712,GROUP 03,SB3T-7C078-PUC,SEWT,PC-20-2,U704,09/04/2026,05:31:34
3712,GROUP 04,S1VT-14401-KJB,SEWT,PC-05-4,U704,09/04/2026,05:31:34
3712,GROUP 04,PB3B-2104545-EE,HAS,PD-02,U704,09/04/2026,05:31:34
3712,GROUP 06L,R1WB-13E017-GA,TK,PH-04,U704,09/04/2026,05:31:34
3712,GROUP 06R,R1WB-13E016-GA,TK,PG-04,U704,09/04/2026,05:31:34
3712,GROUP 07,SB3T-14A005-VCMC,SEWT,PB-23-2,U704,09/04/2026,05:31:34
3712,GROUP 08,SB3T-2B325-UAC,SEWT,LD-01,U704,09/04/2026,05:31:34
3712,GROUP 09R,N1VB-16450-CC,ARK,PE-03,U704,09/04/2026,05:31:34
3712,GROUP 09L,N1VB-16451-CC,ARK,PE-04,U704,09/04/2026,05:31:34
3712,GROUP 10,S1WB-E044D70-JBSM0A,SI,PI-03-1,U704,09/04/2026,05:31:34
3712,GROUP 10,N1WB-E04652-NA3ZHE,SI,PJ-02-1,U704,09/04/2026,05:31:34
3712,GROUP 11,S1WB-E045B58-JCSM0A,SI,PK-05-2,U704,09/04/2026,05:31:34
3713,GROUP 01,SB3T-14290-GAC,SEWT,PAA-08,P703,09/04/2026,05:32:55
3713,GROUP 07,SB3T-14A005-ACC,SEWT,PB-16-1,P703,09/04/2026,05:32:55
3713,GROUP 01,S1WT-14630-GMC,SEWT,PA-19-2,P703,09/04/2026,05:32:55
3713,GROUP 01,S1WT-14631-GNC,SEWT,PA-23-3,P703,09/04/2026,05:32:55
3713,GROUP 01,S1WT-14632-DAC,SEWT,PA-14-1,P703,09/04/2026,05:32:55
3713,GROUP 01,S1WT-14633-DAC,SEWT,PA-15-1,P703,09/04/2026,05:32:55
3713,GROUP 02,S1WT-13B578-AAC,SEWT,PB-36-3,P703,09/04/2026,05:32:55
3713,GROUP 02,SB3T-14405-PBC,SEWT,PB-35-4,P703,09/04/2026,05:32:55
3713,GROUP 02,S1WT-13A576-GAC,SEWT,PB-40-1,P703,09/04/2026,05:32:55
3713,GROUP 02,SB3T-2B572-AAC,SEWT,PB-38-3,P703,09/04/2026,05:32:55
3713,LOT,SB3T-14301-AC,SEWT,LD-01,P703,09/04/2026,05:32:55
3713,LOT,SB3T-14B060-GAC,SEWT,LD-01,P703,09/04/2026,05:32:55
3713,GROUP 03,SB3T-7C078-SAC,SEWT,PC-21-2,P703,09/04/2026,05:32:55
3713,GROUP 04,S1WT-14401-GHC,SEWT,PC-03-1,P703,09/04/2026,05:32:55
3713,GROUP 04,PB3B-2104545-CE,HAS,PD-01,P703,09/04/2026,05:32:55
3713,GROUP 05,R1WB-E13000-CA3JA6,HTT,PART-NEWMODEL,P703,09/04/2026,05:32:55
3713,GROUP 06L,N1WB-13E015-DF,TK,PH-01,P703,09/04/2026,05:32:55
3713,GROUP 06R,N1WB-13E014-DF,TK,PG-01,P703,09/04/2026,05:32:55
3713,GROUP 07,SB3T-14A005-ACC,SEWT,PB-16-1,P703,09/04/2026,05:32:55
3713,GROUP 08,SB3T-2B325-GAC,SEWT,LD-01,P703,09/04/2026,05:32:55
3713,GROUP 09R,R1WB-16450-LB,ARK,PE-02,P703,09/04/2026,05:32:55
3713,GROUP 09L,R1WB-16451-LB,ARK,PE-05,P703,09/04/2026,05:32:55
3713,GROUP 10,S1WB-E044D70-MB3HMT,SI,PI-05-2,P703,09/04/2026,05:32:55
3713,GROUP 10,N1WB-E04652-PA3ZHE,SI,PJ-01-1,P703,09/04/2026,05:32:55
3713,GROUP 11,S1WB-E045B58-MB3HMT,SI,PK-01-1,P703,09/04/2026,05:32:55
3714,GROUP 01,SB3T-14290-UXDB,SEWT,PAA-19,U704,09/04/2026,05:36:25
3714,GROUP 07,SB3T-14A005-VCMC,SEWT,PB-23-2,U704,09/04/2026,05:36:25
3714,GROUP 01,S1VT-14630-UDB,SEWT,PA-16-4,U704,09/04/2026,05:36:25
3714,GROUP 01,S1VT-14631-UGC,SEWT,PA-21-4,U704,09/04/2026,05:36:25
3714,GROUP 01,S1VT-14632-PLC,SEWT,PA-21-2,U704,09/04/2026,05:36:25
3714,GROUP 01,S1VT-14633-PLC,SEWT,PA-14-4,U704,09/04/2026,05:36:25
3714,GROUP 02,SB3T-14405-UNC,SEWT,PB-34-3,U704,09/04/2026,05:36:25
3714,GROUP 02,SB3T-2B572-PXC,SEWT,PB-39-1,U704,09/04/2026,05:36:25
3714,LOT,SB3T-14301-AC,SEWT,LD-01,U704,09/04/2026,05:36:25
3714,LOT,SB3T-14B060-PXC,SEWT,LD-01,U704,09/04/2026,05:36:25
3714,GROUP 03,SB3T-7C078-PUC,SEWT,PC-20-2,U704,09/04/2026,05:36:25
3714,GROUP 04,S1VT-14401-KJB,SEWT,PC-05-4,U704,09/04/2026,05:36:25
3714,GROUP 04,PB3B-2104545-EE,HAS,PD-02,U704,09/04/2026,05:36:25
3714,GROUP 06L,R1WB-13E017-GA,TK,PH-04,U704,09/04/2026,05:36:25
3714,GROUP 06R,R1WB-13E016-GA,TK,PG-04,U704,09/04/2026,05:36:25
3714,GROUP 07,SB3T-14A005-VCMC,SEWT,PB-23-2,U704,09/04/2026,05:36:25
3714,LOT,SB3T-2B325-UFC,SEWT,LD-01,U704,09/04/2026,05:36:25
3714,GROUP 09R,N1VB-16450-CC,ARK,PE-03,U704,09/04/2026,05:36:25
3714,GROUP 09L,N1VB-16451-CC,ARK,PE-04,U704,09/04/2026,05:36:25
3714,GROUP 10,S1WB-E044D70-JBSM0A,SI,PI-03-1,U704,09/04/2026,05:36:25
3714,GROUP 10,N1WB-E04652-NA3ZHE,SI,PJ-02-1,U704,09/04/2026,05:36:25
3714,GROUP 11,S1WB-E045B58-JCSM0A,SI,PK-05-2,U704,09/04/2026,05:36:25
3715,GROUP 01,SB3T-14290-STC,SEWT,PAA-14,P703,09/04/2026,05:37:45
3715,GROUP 07,SB3T-14A005-CDCC,SEWT,PB-19-2,P703,09/04/2026,05:37:45
3715,GROUP 01,S1WT-14630-AAC,SEWT,PA-15-2,P703,09/04/2026,05:37:45
3715,GROUP 01,S1WT-14631-FCC,SEWT,PA-21-3,P703,09/04/2026,05:37:45
3715,GROUP 01,S1WT-14632-DAC,SEWT,PA-14-1,P703,09/04/2026,05:37:45
3715,GROUP 01,S1WT-14633-DAC,SEWT,PA-15-1,P703,09/04/2026,05:37:45
3715,GROUP 02,SB3T-14405-GEC,SEWT,PB-44,P703,09/04/2026,05:37:45
3715,GROUP 02,S1WT-13A576-PBC,SEWT,PB-40-2,P703,09/04/2026,05:37:45
3715,GROUP 02,SB3T-2B572-RCC,SEWT,PB-39-2,P703,09/04/2026,05:37:45
3715,LOT,SB3T-14301-AC,SEWT,LD-01,P703,09/04/2026,05:37:45
