Rotation,PartGroup,Part_Number,Supplier,Location Pick,Model,Date,Time
3463,GROUP 01,SB3T-14290-VLC,SEWT,PART-NEWMODEL,U704,02/02/2026,08:53:20
3463,GROUP 07,SB3T-14A005-VAC,SEWT,PART-NEWMODEL,U704,02/02/2026,08:53:20
3463,GROUP 01,S1VT-14630-UDB,SEWT,PART-NEWMODEL,U704,02/02/2026,08:53:20
3463,GROUP 01,S1VT-14631-UAC,SEWT,PART-NEWMODEL,U704,02/02/2026,08:53:20
3463,GROUP 01,S1VT-14632-PLC,SEWT,PART-NEWMODEL,U704,02/02/2026,08:53:20
3463,GROUP 01,S1VT-14633-PLC,SEWT,PART-NEWMODEL,U704,02/02/2026,08:53:20
3463,GROUP 02,SB3T-14405-UVB,SEWT,PART-NEWMODEL,U704,02/02/2026,08:53:20
3463,GROUP 02,SB3T-2B572-PXC,SEWT,PART-NEWMODEL,U704,02/02/2026,08:53:20
3463,LOT,SB3T-14301-AC,SEWT,LD-01,U704,02/02/2026,08:53:20
3463,LOT,SB3T-14B060-NAC,SEWT,LD-01,U704,02/02/2026,08:53:20
3463,GROUP 04,S1VT-14401-GYB,SEWT,PART-NEWMODEL,U704,02/02/2026,08:53:20
3463,GROUP 04,PB3B-2104545-EE,HAS,PART-NEWMODEL,U704,02/02/2026,08:53:20
3463,GROUP 06L,R1WB-13E017-GA,TK,PART-NEWMODEL,U704,02/02/2026,08:53:20
3463,GROUP 06R,R1WB-13E016-GA,TK,PART-NEWMODEL,U704,02/02/2026,08:53:20
3463,GROUP 07,SB3T-14A005-VAC,SEWT,PART-NEWMODEL,U704,02/02/2026,08:53:20
3463,LOT,SB3T-2B325-UNC,SEWT,LD-01,U704,02/02/2026,08:53:20
3463,GROUP 09R,N1VB-16450-CC,ARK,PE-03,U704,02/02/2026,08:53:20
3463,GROUP 09L,N1VB-16451-CC,ARK,PE-04,U704,02/02/2026,08:53:20
3463,GROUP 10,S1WB-E044D70-JBSM0A,SI,PART-NEWMODEL,U704,02/02/2026,08:53:20
3463,GROUP 10,N1WB-E04652-NA3ZHE,SI,PJ-02-1,U704,02/02/2026,08:53:20
3463,GROUP 11,S1WB-E045B58-JCSM0A,SI,PART-NEWMODEL,U704,02/02/2026,08:53:20
3464,GROUP 01,RB3T-14290-URUD,SEWT,PA-35-1,U704,02/02/2026,08:54:41
3464,GROUP 07,RB3T-14A005-UHRD,SEWT,PB-21-1,U704,02/02/2026,08:54:41
3464,GROUP 01,P1VT-14630-VSF,SEWT,PA-15-2,U704,02/02/2026,08:54:41
3464,GROUP 01,P1VT-14631-UVF,SEWT,PA-24-3,U704,02/02/2026,08:54:41
3464,GROUP 01,P1VT-14632-UCG,SEWT,PA-16-1,U704,02/02/2026,08:54:41
3464,GROUP 01,P1VT-14633-UCG,SEWT,PA-17-1,U704,02/02/2026,08:54:41
3464,GROUP 02,RB3T-14405-VDD,SEWT,PB-45,U704,02/02/2026,08:54:41
3464,GROUP 02,PB3T-2B572-PUE,SEWT,PB-39-2,U704,02/02/2026,08:54:41
3464,LOT,MB3T-14301-AF,SEWT,LD-01,U704,02/02/2026,08:54:41
3464,LOT,PB3T-14B060-RJG,SEWT,LD-01,U704,02/02/2026,08:54:41
3464,GROUP 03,PB3T-7C078-EVE,SEWT,PC-20-2,U704,02/02/2026,08:54:41
3464,GROUP 04,R1VT-14401-MYD,SEWT,PC-07-3,U704,02/02/2026,08:54:41
3464,GROUP 04,PB3B-2104545-FC,HAS,PD-03,U704,02/02/2026,08:54:41
3464,GROUP 06L,N1WB-13E015-DF,TK,PH-01,U704,02/02/2026,08:54:41
3464,GROUP 06R,N1WB-13E014-DF,TK,PG-01,U704,02/02/2026,08:54:41
3464,GROUP 07,RB3T-14A005-UHRD,SEWT,PB-21-1,U704,02/02/2026,08:54:41
3464,LOT,PB3T-2B325-ULF,SEWT,LD-01,U704,02/02/2026,08:54:41
3464,GROUP 09R,N1VB-16450-AC,ARK,PF-03,U704,02/02/2026,08:54:41
3464,GROUP 09L,N1VB-16451-AC,ARK,PF-04,U704,02/02/2026,08:54:41
3464,GROUP 10,N1VB-E044D70-HJSMZ8,SI,PJ-05-2,U704,02/02/2026,08:54:41
3464,GROUP 10,N1WB-E04652-PA3ZHE,SI,PJ-01-1,U704,02/02/2026,08:54:41
3464,GROUP 11,N1VB-E045B58-HNSMZ8,SI,PK-01-1,U704,02/02/2026,08:54:41
3465,GROUP 01,RB3T-14290-USXD,SEWT,PA-03,U704,02/02/2026,08:55:53
3465,GROUP 07,RB3T-14A005-UDXD,SEWT,PB-19-2,U704,02/02/2026,08:55:53
3465,GROUP 01,P1VT-14630-URF,SEWT,PA-21-3,U704,02/02/2026,08:55:53
3465,GROUP 01,P1VT-14631-YUE,SEWT,PA-22-4,U704,02/02/2026,08:55:53
3465,GROUP 01,P1VT-14632-UDG,SEWT,PA-22-1,U704,02/02/2026,08:55:53
3465,GROUP 01,P1VT-14633-UDG,SEWT,PA-23-1,U704,02/02/2026,08:55:53
3465,GROUP 02,RB3T-14405-VXD,SEWT,PB-49,U704,02/02/2026,08:55:53
3465,GROUP 02,PB3T-2B572-PXE,SEWT,PB-39-1,U704,02/02/2026,08:55:53
3465,LOT,MB3T-14301-AF,SEWT,LD-01,U704,02/02/2026,08:55:53
3465,LOT,PB3T-14B060-UAG,SEWT,LD-01,U704,02/02/2026,08:55:53
3465,GROUP 03,PB3T-7C078-BUD,SEWT,PC-19-2,U704,02/02/2026,08:55:53
3465,GROUP 04,R1VT-14401-UUD,SEWT,PC-13-4,U704,02/02/2026,08:55:53
3465,GROUP 04,PB3B-2104545-FC,HAS,PD-03,U704,02/02/2026,08:55:53
3465,GROUP 06L,N1WB-13E015-DF,TK,PH-01,U704,02/02/2026,08:55:53
3465,GROUP 06R,N1WB-13E014-DF,TK,PG-01,U704,02/02/2026,08:55:53
3465,GROUP 07,RB3T-14A005-UDXD,SEWT,PB-19-2,U704,02/02/2026,08:55:53
3465,LOT,PB3T-2B325-UDF,SEWT,LD-01,U704,02/02/2026,08:55:53
3465,GROUP 09R,N1VB-16450-CC,ARK,PE-03,U704,02/02/2026,08:55:53
3465,GROUP 09L,N1VB-16451-CC,ARK,PE-04,U704,02/02/2026,08:55:53
3465,GROUP 10,P1VB-E044D70-BE3JNV,SI,PI-04-1,U704,02/02/2026,08:55:53
3465,GROUP 10,N1WB-E04652-PA3ZHE,SI,PJ-01-1,U704,02/02/2026,08:55:53
3465,GROUP 11,P1VB-E045B58-BF3JNV,SI,PL-06-1,U704,02/02/2026,08:55:53
3466,GROUP 01,RB3T-14290-XRD,SEWT,PA-04,U704,02/02/2026,09:00:34
3466,GROUP 07,RB3T-14A005-KAMD,SEWT,PB-24-2,U704,02/02/2026,09:00:34
3466,GROUP 01,P1VT-14630-URF,SEWT,PA-21-3,U704,02/02/2026,09:00:34
3466,GROUP 01,P1VT-14631-URF,SEWT,PA-16-2,U704,02/02/2026,09:00:34
3466,GROUP 01,P1VT-14632-UAH,SEWT,PA-24-1,U704,02/02/2026,09:00:34
3466,GROUP 01,P1VT-14633-UAH,SEWT,PA-25-1,U704,02/02/2026,09:00:34
3466,GROUP 02,RB3T-14405-UED,SEWT,PB-53,U704,02/02/2026,09:00:34
3466,GROUP 02,PB3T-2B572-PXE,SEWT,PB-39-1,U704,02/02/2026,09:00:34
3466,LOT,MB3T-14301-AF,SEWT,LD-01,U704,02/02/2026,09:00:34
3466,LOT,PB3T-14B060-UAG,SEWT,LD-01,U704,02/02/2026,09:00:34
3466,GROUP 03,PB3T-7C078-BUD,SEWT,PC-19-2,U704,02/02/2026,09:00:34
3466,GROUP 04,R1VT-14401-RXD,SEWT,PC-09-4,U704,02/02/2026,09:00:34
3466,GROUP 04,PB3B-2104545-CC,HAS,PD-01,U704,02/02/2026,09:00:34
3466,GROUP 06L,N1WB-13E017-BH,TK,PH-04,U704,02/02/2026,09:00:34
3466,GROUP 06R,N1WB-13E016-BH,TK,PG-04,U704,02/02/2026,09:00:34
3466,GROUP 07,RB3T-14A005-KAMD,SEWT,PB-24-2,U704,02/02/2026,09:00:34
3466,LOT,PB3T-2B325-UEF,SEWT,LD-01,U704,02/02/2026,09:00:34
3466,GROUP 09R,N1VB-16450-CC,ARK,PE-03,U704,02/02/2026,09:00:34
